20221118,09:15:00,158.65,1,3535400
20221118,09:15:00,189.90,1,3535400
20221118,09:15:00,180.35,5000,3535400
20221118,09:15:01,185.15,4450,3535400
20221118,09:15:03,176.15,11700,3535400
20221118,09:15:04,179.05,27300,3535400
20221118,09:15:05,178.75,19400,3535400
20221118,09:15:07,171.65,28350,3535400
20221118,09:15:08,175.00,18800,3535400
20221118,09:15:09,174.05,24400,3535400
20221118,09:15:11,174.15,27550,3535400
20221118,09:15:12,175.85,10500,3535400
20221118,09:15:13,177.40,15800,3535400
20221118,09:15:15,174.70,14900,3535400
20221118,09:15:16,174.25,16250,3535400
20221118,09:15:17,172.15,10450,3535400
20221118,09:15:19,171.25,7950,3535400
20221118,09:15:20,170.60,7850,3535400
20221118,09:15:21,171.40,5250,3535400
20221118,09:15:22,173.30,5150,3535400
20221118,09:15:24,174.90,24700,3535400
20221118,09:15:25,174.60,11350,3535400
20221118,09:15:26,174.50,4750,3535400
20221118,09:15:28,173.30,9350,3535400
20221118,09:15:29,172.60,6700,3535400
20221118,09:15:30,171.95,2650,3535400
20221118,09:15:32,171.65,2850,3535400
20221118,09:15:33,171.50,4650,3535400
20221118,09:15:34,171.20,4200,3535400
20221118,09:15:35,171.40,3200,3535400
20221118,09:15:37,170.30,7650,3535400
20221118,09:15:38,170.10,2100,3535400
20221118,09:15:39,166.20,13200,3535400
20221118,09:15:40,165.45,5850,3535400
20221118,09:15:42,166.00,8250,3535400
20221118,09:15:43,166.20,6050,3535400
20221118,09:15:44,166.05,10050,3535400
20221118,09:15:45,165.60,2800,3535400
20221118,09:15:47,166.35,2750,3535400
20221118,09:15:48,166.75,28100,3535400
20221118,09:15:49,166.70,8450,3535400
20221118,09:15:50,165.75,2750,3535400
20221118,09:15:52,165.75,7950,3535400
20221118,09:15:53,164.50,9150,3535400
20221118,09:15:54,164.85,14700,3535400
20221118,09:15:55,163.95,16400,3535400
20221118,09:15:57,163.45,12100,3535400
20221118,09:15:58,163.50,12750,3535400
20221118,09:15:59,163.00,15100,3535400
20221118,09:16:00,163.85,40100,3535400
20221118,09:16:02,162.20,31700,3535400
20221118,09:16:03,158.40,51350,3535400
20221118,09:16:04,157.55,23000,3535400
20221118,09:16:06,157.10,19650,3535400
20221118,09:16:07,156.30,37350,3535400
20221118,09:16:08,155.80,10500,3535400
20221118,09:16:09,157.60,33450,3535400
20221118,09:16:11,158.55,23800,3535400
20221118,09:16:12,159.80,20100,3535400
20221118,09:16:13,159.20,15600,3535400
20221118,09:16:14,159.75,13850,3535400
20221118,09:16:15,161.35,16600,3535400
20221118,09:16:17,163.45,21800,3535400
20221118,09:16:18,163.60,12750,3535400
20221118,09:16:19,164.50,14600,3535400
20221118,09:16:21,165.05,10050,3535400
20221118,09:16:22,165.75,17800,3535400
20221118,09:16:23,163.75,24050,3535400
20221118,09:16:24,163.75,7550,3535400
20221118,09:16:26,165.70,30350,3535400
20221118,09:16:27,165.60,28650,3535400
20221118,09:16:28,165.30,7000,3535400
20221118,09:16:29,164.45,3700,3535400
20221118,09:16:31,164.40,6400,3535400
20221118,09:16:32,164.75,5550,3535400
20221118,09:16:33,165.00,15000,3535400
20221118,09:16:34,165.20,8750,3535400
20221118,09:16:36,164.15,14400,3535400
20221118,09:16:37,164.10,10700,3535400
20221118,09:16:38,164.70,6900,3535400
20221118,09:16:39,164.85,4750,3535400
20221118,09:16:41,164.85,3800,3535400
20221118,09:16:42,164.70,3800,3535400
20221118,09:16:43,164.90,1700,3535400
20221118,09:16:44,164.25,4750,3535400
20221118,09:16:46,164.60,4100,3535400
20221118,09:16:47,164.40,5200,3535400
20221118,09:16:48,163.70,8650,3535400
20221118,09:16:50,163.20,12100,3535400
20221118,09:16:51,163.30,4150,3535400
20221118,09:16:52,163.10,4100,3535400
20221118,09:16:53,163.10,8700,3535400
20221118,09:16:55,163.90,3250,3535400
20221118,09:16:56,164.30,12900,3535400
20221118,09:16:57,165.00,9500,3535400
20221118,09:16:58,164.25,5650,3535400
20221118,09:17:00,164.35,3350,3535400
20221118,09:17:01,163.40,8700,3535400
20221118,09:17:02,163.70,11200,3535400
20221118,09:17:03,162.50,20600,3535400
20221118,09:17:04,162.25,14500,3535400
20221118,09:17:06,161.95,12250,3535400
20221118,09:17:07,162.00,11600,3535400
20221118,09:17:08,162.70,9500,3535400
20221118,09:17:09,162.60,6100,3535400
20221118,09:17:10,162.00,4900,3535400
20221118,09:17:12,163.30,5550,3535400
20221118,09:17:13,163.80,2350,3535400
20221118,09:17:14,164.45,3950,3535400
20221118,09:17:15,163.45,5750,3535400
20221118,09:17:16,163.60,1750,3535400
20221118,09:17:18,163.40,1250,3535400
20221118,09:17:19,163.60,6150,3535400
20221118,09:17:20,163.50,12700,3535400
20221118,09:17:21,163.05,1150,3535400
20221118,09:17:23,162.35,2200,3535400
20221118,09:17:24,161.10,5900,3535400
20221118,09:17:25,159.55,13050,3535400
20221118,09:17:26,157.60,33000,3535400
20221118,09:17:27,157.55,25050,3712450
20221118,09:17:29,158.20,21900,3712450
20221118,09:17:30,157.95,16700,3712450
20221118,09:17:31,158.20,22750,3712450
20221118,09:17:32,157.75,27750,3712450
20221118,09:17:33,157.60,10900,3712450
20221118,09:17:35,156.60,21150,3712450
20221118,09:17:36,155.65,8100,3712450
20221118,09:17:37,157.60,3450,3712450
20221118,09:17:38,157.80,19850,3712450
20221118,09:17:40,159.15,13250,3712450
20221118,09:17:41,158.40,14000,3712450
20221118,09:17:42,158.80,5250,3712450
20221118,09:17:43,159.00,3350,3712450
20221118,09:17:45,159.00,2750,3712450
20221118,09:17:46,159.05,8750,3712450
20221118,09:17:47,159.50,2650,3712450
20221118,09:17:48,160.00,7300,3712450
20221118,09:17:49,159.95,3050,3712450
20221118,09:17:51,160.05,4100,3712450
20221118,09:17:52,159.00,6550,3712450
20221118,09:17:53,159.95,6100,3712450
20221118,09:17:55,159.70,9150,3712450
20221118,09:17:56,159.95,5700,3712450
20221118,09:17:57,160.45,7550,3712450
20221118,09:17:58,160.00,5450,3712450
20221118,09:17:59,160.45,8900,3712450
20221118,09:18:00,160.45,8000,3712450
20221118,09:18:02,158.45,19150,3712450
