20221118,09:18:11,1.25,1,10200
20221118,09:18:11,1.25,40,10200
20221118,09:26:51,0.50,80,10200
20221118,09:34:33,0.50,120,10200
20221118,09:41:23,0.80,80,10280
20221118,10:03:01,0.80,240,10280
20221118,10:10:04,0.90,40,10200
20221118,10:11:26,1.00,120,10200
20221118,10:12:11,0.75,40,10080
20221118,10:38:17,0.60,40,10040
20221118,11:06:52,0.60,40,10040
20221118,11:07:43,0.85,80,10040
20221118,11:08:50,0.40,280,10040
20221118,11:09:56,0.40,160,10040
20221118,11:10:14,0.60,40,10040
20221118,11:15:27,0.85,200,10040
20221118,11:19:25,0.85,40,10160
20221118,11:19:30,0.85,120,10160
20221118,11:20:40,0.75,40,10160
20221118,11:20:49,0.75,120,10200
20221118,11:25:53,0.75,400,10120
20221118,11:26:10,0.75,40,10120
20221118,11:32:30,0.70,40,9920
20221118,11:53:43,0.85,40,9880
20221118,11:54:58,0.85,40,9880
20221118,11:55:09,0.90,40,9880
20221118,12:12:03,0.60,120,9960
20221118,13:43:33,0.60,360,9840
20221118,14:03:20,0.90,200,9840
20221118,14:06:07,0.90,40,9840
20221118,14:11:49,0.90,40,10080
20221118,14:11:56,0.90,40,10080
20221118,14:16:14,0.50,120,10160
20221118,14:17:16,0.85,40,10160
20221118,14:24:22,0.85,120,10120
20221118,14:24:37,0.60,120,10240
20221118,14:39:26,0.70,120,10120
20221118,14:42:56,0.95,80,10080
20221118,14:43:28,0.85,160,10080
20221118,14:43:32,0.80,360,10080
20221118,14:43:37,0.80,40,10080
20221118,14:47:45,0.70,240,10080
20221118,14:47:54,0.65,200,10080
20221118,14:52:25,0.75,440,9840
20221118,14:55:28,0.60,40,10000
20221118,14:57:00,0.90,40,10000
20221118,14:59:16,1.00,80,9960
20221118,15:00:59,1.00,40,9960
20221118,15:01:05,1.00,40,9960
20221118,15:04:50,1.25,40,9960
20221118,15:12:22,1.30,880,9960
20221118,15:12:31,1.30,720,9960
20221118,15:25:04,1.50,120,9960
20221118,15:25:20,1.50,80,9960
20221118,15:26:14,0.75,120,9960
20221118,15:26:50,0.75,120,9960
20221118,15:28:02,0.80,40,9840
20221118,15:28:07,0.75,80,9840
20221118,15:28:26,0.75,40,9840
20221118,15:29:29,1.20,120,9840
20221118,15:29:44,0.80,40,9840
20221118,15:29:55,1.15,40,9840
