20221118,10:12:30,1350.00,1,1825
20221118,10:12:30,1350.00,25,1825
20221118,10:15:39,1350.00,25,1800
20221118,11:23:55,1244.90,25,1775
20221118,11:30:17,1244.90,25,1800
20221118,12:58:41,1264.90,25,1775
20221118,13:19:19,1279.95,25,1750
20221118,13:19:32,1263.75,25,1750
20221118,13:20:04,1262.50,50,1750
20221118,13:20:24,1257.30,50,1750
20221118,13:20:27,1258.90,50,1750
20221118,13:25:12,1266.10,25,1775
20221118,14:03:25,1204.90,25,1750
20221118,14:07:16,1204.90,25,1775
20221118,14:10:58,1222.00,25,1750
20221118,14:20:30,1209.05,25,1775
20221118,14:25:16,1293.80,25,1775
20221118,14:27:22,1265.45,25,1775
20221118,14:27:51,1269.75,25,1775
20221118,14:30:09,1280.00,25,1775
20221118,14:51:24,1296.45,25,1850
20221118,15:00:08,1292.95,50,1850
20221118,15:00:37,1329.90,25,1850
20221118,15:00:58,1333.25,25,1850
20221118,15:02:14,1350.00,25,1850
20221118,15:03:55,1346.50,25,1850
20221118,15:06:16,1352.15,100,1850
20221118,15:07:24,1356.00,200,1850
20221118,15:09:23,1356.00,100,1850
20221118,15:12:53,1358.55,25,2100
20221118,15:16:25,1358.55,50,2100
20221118,15:19:26,1316.85,50,2100
20221118,15:19:52,1314.20,25,2100
20221118,15:20:46,1324.65,25,2100
20221118,15:20:48,1326.05,50,2100
20221118,15:22:58,1335.35,100,2175
